id,x,y,park_id,name,address,zip,acres,opened,status,type,img,web
238,-97.71562752,30.29023586,353,Cherrywood Pocket Park,"1600 E 34th St., Austin, Texas 78722",78722,0.48516007,1940,Open,Pocket,no.jpg,https://www.austinparks.org/parks/
239,-97.78854745,30.50577822,326,Brushy Creek Greenbelt,"16533 Along Creek Cv. Austin, Texas 78717",78717,56.77823039,2005,Open,Greenbelt,no.jpg,https://www.austinparks.org/parks/
240,-97.84395464,30.18991898,134,Cherry Creek Neighborhood Park,"3403 Silk Oak Dr., Austin, Texas 78748",78748,10.37931073,2010,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
241,-97.75574133,30.27116606,301,Caldwell Treaty Oak Park,"507 Baylor St., Austin, Texas 78703",78703,0.30808588,1937,Open,Special,no.jpg,https://www.austinparks.org/parks/
242,-97.78778896,30.36544079,128,Bull Creek District Park,"6701 Lakewood Dr., Austin, Texas 78731",78731,47.94079841,1971,Open,District,no.jpg,https://www.austinparks.org/parks/
243,-97.73893902,30.19953924,162,Franklin Neighborhood Park,"4800 Copperbend Blvd., Austin, Texas 78744",78744,5.39725497,1975,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
244,-97.68689769,30.31904813,400,Earl J. Pomerleau Pocket Park,"1906 Patton Ln., Austin, Texas 78723",78723,1.93356558,2014,Planned,Pocket,no.jpg,https://www.austinparks.org/parks/
245,-97.81016107,30.24394876,416,Gaines Park,"3918 S Mopac Expy Svrd., Austin, Texas 78746",78746,8.7469475,1991,Open,Greenbelt,no.jpg,https://www.austinparks.org/parks/
246,-97.7544447,30.25575821,156,East Bouldin Creek Greenbelt,"901 Bouldin Ave., Austin, Texas 78704",78704,0.6412336,1983,Closed,Greenbelt,no.jpg,https://www.austinparks.org/parks/
247,-97.6739989,30.2631705,367,East Boggy Creek Greenbelt,"5609 Stuart Cir., Austin, Texas 78721",78721,75.02006414,2008,Open,Greenbelt,no.jpg,https://www.austinparks.org/parks/
248,-97.8008654,30.21356654,165,Garrison District Park,"6001 Manchaca Rd., Austin, Texas 78745",78745,39.44994319,1961,Open,District,no.jpg,https://www.austinparks.org/parks/
249,-97.73312109,30.28944428,157,Eastwoods Neighborhood Park,"3001 Harris Park Ave., Austin, Texas 78705",78705,9.51643433,1929,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
250,-97.72631484,30.30630043,159,Elizabet Ney Museum,"304 E 44th St., Austin, Texas 78751",78751,2.56240468,1941,Open,Special,no.jpg,https://www.austinparks.org/parks/
251,-97.63318015,30.1508746,403,Elroy Neighborhood Park,"7527 Elroy Rd., Austin, Texas 78617",78617,4.59664426,2014,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
252,-97.75211146,30.33345389,392,Austin Memorial Park Cemetery,"3000 Hancock Dr., Austin, Texas 78731",78731,83.98916801,1941,Open_Restricted,Cemetery,no.jpg,https://www.austinparks.org/parks/
253,-97.75741626,30.18977482,316,Williamson Creek East Greenbelt,"4618 E William Cannon Dr., Austin, Texas 78744",78744,102.0160822,,Open_Restricted,Greenbelt,no.jpg,https://www.austinparks.org/parks/
254,-97.73165712,30.22097981,376,Country Club Creek Greenbelt,"3109 Burleson Rd., Austin, Texas 78741",78741,8.13526845,2009,Planned,Greenbelt,no.jpg,https://www.austinparks.org/parks/
255,-97.71486081,30.41280335,110,Balcones District Park,"12017 Amherst Dr., Austin, Texas 78759",78759,51.22786926,1979,Open,District,no.jpg,https://www.austinparks.org/parks/
256,-97.77390152,30.32398708,213,Covert Park at Mount Bonnell,"3800 Mount Bonnell Rd., Austin, Texas 78731",78731,6.03357103,1972,Open,Special,no.jpg,https://www.austinparks.org/parks/
257,-97.70485426,30.37743345,146,Cook School Park,"1505 Cripple Creek Dr., Austin, Texas 78758",78758,7.74103389,1976,Open,School,no.jpg,https://www.austinparks.org/parks/
258,-97.72059648,30.28205386,101,Alamo Pocket Park,"2100 Alamo St., Austin, Texas  78722",78722,1.85393314,1975,Open,Pocket,no.jpg,https://www.austinparks.org/parks/
259,-97.74785077,30.3020825,109,Bailey Neighborhood Park,"1101 W 33rd St., Austin, Texas 78705",78705,2.40212039,1935,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
260,-97.86634378,30.19781933,136,Circle C Ranch Metro Park,"6301 W Slaughter Ln., Austin, Texas 78739",78739,576.2722381,1985,Open,Metropolitan,no.jpg,https://www.austinparks.org/parks/
261,-97.69691143,30.41426598,385,Alderbrook Pocket Park,"12444 Lamplight Village Ave., Austin, Texas 78758",78758,1.90788733,2011,Planned,Pocket,no.jpg,https://www.austinparks.org/parks/
262,-97.76873628,30.37176504,112,Barrow Nature Preserve,"7515 Step Down Cv., Austin, Texas 78731",78731,7.03700011,1974,Open_Restricted,Nature Preserve,no.jpg,https://www.austinparks.org/parks/
263,-97.67964626,30.31835269,102,Andrews School Park,"2400 Lehigh Dr., Austin, Texas 78723",78723,3.13108634,1967,Open,School,no.jpg,https://www.austinparks.org/parks/
264,-97.64424698,30.26563006,141,Colorado/Walnut Greenbelt,"8001 Delwau Ln., Austin, Texas 78725",78725,100.2348321,1985,Closed,Greenbelt,no.jpg,https://www.austinparks.org/parks/
265,-97.68723947,30.28406308,405,Astor Place Pocket Park,"1716 Astor Pl., Austin, Texas 78721",78721,1.44200129,2013,Open,Pocket,no.jpg,https://www.austinparks.org/parks/
266,-97.80608438,30.21166624,147,Cunningham School Park,"6213 Buffalo Pass, Austin, Texas 78745",78745,4.1574702,1977,Open,School,no.jpg,https://www.austinparks.org/parks/
267,-97.65308398,30.30270829,221,Davis/White Northeast Neighborhood Park,"6705 Crystalbrook Dr., Austin, Texas 78724",78724,19.24900184,1982,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
268,-97.83225261,30.23326616,103,Archstone Greenbelt,"4308 Staggerbrush Rd., Austin, Texas 78749",78749,0.52908609,2003,Open_Restricted,Greenbelt,no.jpg,https://www.austinparks.org/parks/
269,-97.78322081,30.25657143,116,Barton Hills School Park,"2009 Homedale Dr., Austin, Texas 78704",78704,3.76265944,1975,Open,School,no.jpg,https://www.austinparks.org/parks/
270,-97.79067242,30.19938926,105,Armadillo Neighborhood Park,"910 Armadillo Rd., Austin, Texas 78745",78745,2.46494354,1987,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
271,-97.87253613,30.22741583,145,Convict Hill Quarry Neighborhood Park,"6511 Convict Hill Rd., Austin, Texas 78749",78749,2.80767211,1988,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
272,-97.89249122,30.32926313,143,Commons Ford Ranch Metro Park,"614 N Commons Ford Rd., Austin, Texas 78733",78733,211.7514043,1983,Open,Metropolitan,no.jpg,https://www.austinparks.org/parks/
273,-97.65424887,30.3862668,377,Copperfield Neighborhood Park,"1425 E Yager Ln., Austin, Texas 78753",78753,7.25415357,1996,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
274,-97.68628348,30.36552399,327,Brownie Pocket Park,"10000 Brownie Dr., Austin, Texas 78753",78753,1.57095695,2005,Open,Pocket,no.jpg,https://www.austinparks.org/parks/
275,-97.73208754,30.34110205,125,Brentwood Neighborhood Park,"6710 Arroyo Seco, Austin, Texas 78757",78757,8.22296073,,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
276,-97.84102821,30.19482418,148,Davis Hill Neighborhood Park,"3402 Davis Ln., Austin, Texas 78745",78745,8.16963206,1990,Open_Restricted,Neighborhood,no.jpg,https://www.austinparks.org/parks/
277,-97.76713265,30.33193743,104,Brush Square Triangle,"4621 Lake Vw., Austin, Texas 78731",78731,0.73053155,,Open,Planting Strips/Triangles,no.jpg,https://www.austinparks.org/parks/
278,-97.72873454,30.26067278,142,Comal Pocket Park,"300 Comal St., Austin, Texas 78702",78702,0.9713417,1952,Open,Pocket,no.jpg,https://www.austinparks.org/parks/
279,-97.76825257,30.21484198,117,Battle Bend Neighborhood Park,"121 Sheraton Ave., Austin, Texas 78745",78745,4.75166725,1998,Open,Neighborhood,no.jpg,https://www.austinparks.org/parks/
